1.930000000000000000e+02,0.000000000000000000e+00,5.000000000000000104e-04,8.200000000000000000e+01,5.000000000000000278e-02,8.000000000000000383e-04,1.890000000000000000e+02,4.000000000000000083e-02,4.426229596138000488e-01
1.210000000000000000e+02,0.000000000000000000e+00,7.000000000000000146e-03,5.000000000000000000e+01,3.499999999999999778e-01,8.000000000000000654e-05,1.560000000000000000e+02,5.000000000000000104e-04,4.557377099990844727e-01
1.290000000000000000e+02,0.000000000000000000e+00,4.000000000000000083e-03,1.160000000000000000e+02,4.699999999999999734e-01,8.000000000000000167e-03,8.400000000000000000e+01,6.000000000000000125e-03,4.786535203456878662e-01
8.400000000000000000e+01,0.000000000000000000e+00,6.000000000000000830e-05,3.500000000000000000e+01,6.800000000000000488e-01,9.000000000000000838e-04,2.170000000000000000e+02,2.999999999999999889e-02,4.491803348064422607e-01
1.260000000000000000e+02,0.000000000000000000e+00,3.000000000000000062e-03,1.970000000000000000e+02,2.500000000000000000e-01,6.000000000000000559e-04,1.490000000000000000e+02,4.000000000000000192e-04,4.918032884597778320e-01
1.040000000000000000e+02,0.000000000000000000e+00,4.000000000000000327e-05,2.900000000000000000e+01,6.600000000000000311e-01,7.000000000000000742e-05,9.000000000000000000e+01,5.000000000000000104e-03,4.295082092285156250e-01
1.870000000000000000e+02,0.000000000000000000e+00,5.000000000000000104e-03,3.600000000000000000e+01,5.899999999999999689e-01,5.000000000000000104e-04,7.500000000000000000e+01,2.999999999999999889e-02,4.098360538482666016e-01
4.900000000000000000e+01,0.000000000000000000e+00,4.000000000000000192e-04,6.700000000000000000e+01,1.499999999999999944e-01,3.000000000000000415e-05,1.250000000000000000e+02,3.000000000000000279e-04,4.491803348064422607e-01
8.100000000000000000e+01,0.000000000000000000e+00,5.000000000000000240e-05,1.600000000000000000e+02,5.200000000000000178e-01,3.000000000000000415e-05,2.370000000000000000e+02,5.000000000000000104e-03,4.360655844211578369e-01
1.230000000000000000e+02,0.000000000000000000e+00,8.000000000000000167e-03,9.000000000000000000e+00,7.900000000000000355e-01,2.000000000000000096e-04,1.440000000000000000e+02,9.000000000000000838e-04,4.098360538482666016e-01
1.630000000000000000e+02,0.000000000000000000e+00,1.000000000000000048e-04,8.000000000000000000e+00,3.900000000000000133e-01,3.000000000000000062e-03,2.950000000000000000e+02,5.000000000000000104e-03,4.491803348064422607e-01
1.540000000000000000e+02,0.000000000000000000e+00,1.000000000000000048e-04,8.300000000000000000e+01,6.099999999999999867e-01,5.000000000000000240e-05,1.010000000000000000e+02,8.999999999999999667e-02,4.262295067310333252e-01
1.800000000000000000e+01,0.000000000000000000e+00,3.000000000000000279e-04,1.210000000000000000e+02,3.400000000000000244e-01,1.000000000000000082e-05,2.680000000000000000e+02,2.000000000000000042e-02,4.327868819236755371e-01
1.610000000000000000e+02,0.000000000000000000e+00,3.000000000000000415e-05,4.000000000000000000e+00,2.200000000000000011e-01,5.000000000000000104e-04,2.110000000000000000e+02,8.999999999999999667e-02,4.098360538482666016e-01
1.630000000000000000e+02,0.000000000000000000e+00,4.000000000000000327e-05,4.000000000000000000e+00,1.400000000000000133e-01,4.000000000000000083e-03,2.590000000000000000e+02,4.000000000000000192e-04,4.229508340358734131e-01
8.600000000000000000e+01,0.000000000000000000e+00,8.000000000000000654e-05,5.700000000000000000e+01,5.600000000000000533e-01,1.000000000000000021e-03,2.580000000000000000e+02,1.000000000000000048e-04,4.295082092285156250e-01
2.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000021e-03,1.430000000000000000e+02,3.099999999999999978e-01,5.000000000000000240e-05,1.660000000000000000e+02,5.999999999999999778e-02,4.098360538482666016e-01
1.520000000000000000e+02,0.000000000000000000e+00,1.000000000000000082e-05,3.100000000000000000e+01,6.800000000000000488e-01,4.000000000000000083e-03,2.460000000000000000e+02,5.999999999999999778e-02,4.327868819236755371e-01
1.180000000000000000e+02,0.000000000000000000e+00,6.000000000000000830e-05,7.900000000000000000e+01,6.800000000000000488e-01,8.000000000000000383e-04,2.550000000000000000e+02,4.000000000000000083e-02,4.590163826942443848e-01
7.600000000000000000e+01,0.000000000000000000e+00,8.000000000000000654e-05,1.070000000000000000e+02,6.700000000000000400e-01,4.000000000000000327e-05,2.430000000000000000e+02,8.999999999999999667e-02,4.229508340358734131e-01
1.270000000000000000e+02,0.000000000000000000e+00,4.000000000000000192e-04,1.100000000000000000e+01,5.400000000000000355e-01,1.000000000000000048e-04,1.100000000000000000e+01,3.000000000000000062e-03,4.557377099990844727e-01
2.500000000000000000e+01,0.000000000000000000e+00,9.000000000000001055e-03,1.160000000000000000e+02,4.500000000000000111e-01,4.000000000000000192e-04,3.700000000000000000e+01,1.000000000000000048e-04,4.098360538482666016e-01
1.450000000000000000e+02,0.000000000000000000e+00,9.000000000000000567e-05,9.000000000000000000e+00,2.300000000000000100e-01,8.000000000000000167e-03,2.560000000000000000e+02,7.000000000000000146e-03,4.295082092285156250e-01
1.930000000000000000e+02,0.000000000000000000e+00,9.000000000000000567e-05,7.000000000000000000e+01,6.999999999999999556e-01,1.000000000000000021e-03,2.270000000000000000e+02,2.000000000000000042e-02,4.459016323089599609e-01
1.600000000000000000e+02,0.000000000000000000e+00,2.000000000000000164e-05,1.300000000000000000e+02,2.000000000000000111e-01,9.000000000000000567e-05,1.500000000000000000e+01,1.000000000000000021e-03,4.426229596138000488e-01
1.970000000000000000e+02,0.000000000000000000e+00,1.000000000000000082e-05,1.050000000000000000e+02,4.600000000000000200e-01,6.000000000000000559e-04,2.260000000000000000e+02,8.000000000000000167e-02,4.491803348064422607e-01
1.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000415e-05,5.800000000000000000e+01,4.000000000000000222e-01,9.000000000000001055e-03,5.100000000000000000e+01,1.000000000000000021e-03,4.295082092285156250e-01
5.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000567e-05,3.500000000000000000e+01,2.700000000000000178e-01,6.000000000000000559e-04,2.590000000000000000e+02,8.999999999999999667e-02,5.016393661499023438e-01
1.690000000000000000e+02,0.000000000000000000e+00,2.000000000000000164e-05,5.600000000000000000e+01,7.500000000000000000e-01,8.000000000000000383e-04,2.670000000000000000e+02,6.000000000000000559e-04,4.327868819236755371e-01
1.660000000000000000e+02,0.000000000000000000e+00,3.000000000000000415e-05,1.200000000000000000e+02,2.999999999999999889e-02,5.000000000000000104e-03,2.710000000000000000e+02,8.000000000000000383e-04,4.393442571163177490e-01
8.300000000000000000e+01,0.000000000000000000e+00,5.000000000000000240e-05,1.850000000000000000e+02,6.199999999999999956e-01,8.000000000000000654e-05,1.250000000000000000e+02,1.000000000000000048e-04,4.360655844211578369e-01
1.860000000000000000e+02,0.000000000000000000e+00,6.000000000000000125e-03,1.150000000000000000e+02,3.599999999999999867e-01,8.000000000000000167e-03,1.900000000000000000e+02,7.000000000000000666e-02,4.098360538482666016e-01
1.980000000000000000e+02,0.000000000000000000e+00,5.000000000000000104e-04,1.830000000000000000e+02,2.999999999999999889e-01,4.000000000000000192e-04,1.230000000000000000e+02,4.000000000000000192e-04,4.459016323089599609e-01
5.100000000000000000e+01,0.000000000000000000e+00,6.000000000000000559e-04,3.600000000000000000e+01,1.600000000000000033e-01,2.000000000000000096e-04,9.700000000000000000e+01,5.000000000000000278e-02,4.852459132671356201e-01
1.420000000000000000e+02,0.000000000000000000e+00,5.000000000000000104e-04,1.140000000000000000e+02,6.400000000000000133e-01,6.000000000000000559e-04,7.900000000000000000e+01,2.000000000000000042e-03,4.524590075016021729e-01
3.200000000000000000e+01,0.000000000000000000e+00,9.000000000000000838e-04,6.600000000000000000e+01,3.300000000000000155e-01,9.000000000000000838e-04,2.600000000000000000e+01,7.000000000000000666e-02,4.098360538482666016e-01
6.700000000000000000e+01,0.000000000000000000e+00,3.000000000000000062e-03,1.900000000000000000e+02,7.800000000000000266e-01,4.000000000000000327e-05,9.400000000000000000e+01,5.999999999999999778e-02,4.098360538482666016e-01
1.700000000000000000e+02,0.000000000000000000e+00,3.000000000000000279e-04,1.590000000000000000e+02,4.899999999999999911e-01,1.000000000000000082e-05,1.740000000000000000e+02,4.000000000000000083e-02,4.876847267150878906e-01
1.890000000000000000e+02,0.000000000000000000e+00,7.000000000000000146e-03,1.960000000000000000e+02,6.700000000000000400e-01,8.000000000000000383e-04,2.500000000000000000e+02,3.000000000000000062e-03,4.983606636524200439e-01
8.700000000000000000e+01,0.000000000000000000e+00,5.000000000000000104e-04,4.400000000000000000e+01,6.300000000000000044e-01,8.000000000000000167e-03,2.110000000000000000e+02,4.000000000000000192e-04,4.491803348064422607e-01
1.700000000000000000e+01,0.000000000000000000e+00,4.000000000000000327e-05,4.200000000000000000e+01,3.800000000000000044e-01,2.000000000000000042e-03,2.190000000000000000e+02,8.000000000000000383e-04,4.295082092285156250e-01
1.770000000000000000e+02,0.000000000000000000e+00,7.000000000000000742e-05,1.950000000000000000e+02,2.800000000000000266e-01,8.000000000000000383e-04,7.900000000000000000e+01,3.000000000000000279e-04,4.491803348064422607e-01
1.450000000000000000e+02,0.000000000000000000e+00,5.000000000000000240e-05,7.100000000000000000e+01,6.300000000000000044e-01,3.000000000000000062e-03,2.590000000000000000e+02,3.000000000000000279e-04,4.426229596138000488e-01
1.810000000000000000e+02,0.000000000000000000e+00,2.000000000000000042e-03,1.690000000000000000e+02,4.600000000000000200e-01,8.000000000000000654e-05,1.940000000000000000e+02,8.999999999999999667e-02,4.098360538482666016e-01
1.450000000000000000e+02,0.000000000000000000e+00,5.000000000000000104e-04,1.800000000000000000e+02,5.100000000000000089e-01,8.000000000000000383e-04,2.070000000000000000e+02,5.000000000000000104e-03,4.393442571163177490e-01
3.700000000000000000e+01,0.000000000000000000e+00,9.000000000000001055e-03,1.320000000000000000e+02,2.300000000000000100e-01,4.000000000000000192e-04,9.900000000000000000e+01,2.000000000000000096e-04,4.524590075016021729e-01
2.200000000000000000e+01,0.000000000000000000e+00,6.000000000000000125e-03,1.680000000000000000e+02,2.399999999999999911e-01,6.000000000000000830e-05,4.000000000000000000e+00,5.999999999999999778e-02,4.098360538482666016e-01
1.420000000000000000e+02,0.000000000000000000e+00,9.000000000000000567e-05,1.200000000000000000e+02,2.999999999999999889e-02,7.000000000000000146e-03,1.930000000000000000e+02,9.000000000000001055e-03,4.295082092285156250e-01
1.670000000000000000e+02,0.000000000000000000e+00,5.000000000000000104e-03,1.380000000000000000e+02,6.700000000000000400e-01,7.000000000000000146e-03,7.000000000000000000e+00,2.000000000000000096e-04,4.786885380744934082e-01
3.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000021e-03,8.400000000000000000e+01,4.099999999999999756e-01,1.000000000000000021e-03,2.330000000000000000e+02,6.999999999999999929e-04,4.131147563457489014e-01
